,comments
1482,Dohi tala
1483,OM comment vérifier ton plafonds j'ai une pusse même 200000f ne peut pas rentrée dedans ??
1484,Fierté nationale
1485,"Mon affaire d'Orange bank n'est pas encore réglé oh pardon besoin d'assistance
Orange Money"
1486,C'est quel histoire de régulariser un compte ???? OM
1487,Il y a un soucis de réception des commissions orange money ?car depuis le 4mars je ne reçois pas mes commissions
1488,"Maintenant comment débloquer coffre OM ?
Orange Money"
1489,"Félicitations a orange moyens
Mais facile les payment si les plateforme"
1490,Dites moi comment fait pour dénoncé ces agent qui nous font payer 100f en plus pour tout transfert ou dépôt
1491,"Orange Money
les numéros 1, en matière de transaction"
1492,"Quand on veut annuler, on dit d'attendre 24h,donc pendant les 24h là là personne va pas retirer pour me bloquer amertan ??"
1493,Orange Money vous êtes des bandits. Vous avez débité de l'argent dans mon compte orange money et n'avez pas transféré ça à Camwater
1494,Comment les gens font pour ne pas aimer orange money ? En tout cas moi c'est orange ou rien hein un vrai soutrali
1495,Je retrouve pas mon coffre fort et pourtant j’y ai mis de l’argent
1496,"Avec
Orange Money
c'est l'évolution"
1497,Toujours
1498,C'est côte sécurité la même qui et le problème
1499,"Maxi it, trop chic"
1500,Fierté ivoirienne
1501,Orange toujours les meilleures
1502,"1- A : 8 mars
2- B: Ellen Johnson sirleaf
3- A: Dieu veut
4- C: les essuie-glaces
Orange Money
Anne Marie
Marie Goule
Awa Kone
Alex Sangare
Monmon Kone
Anna Maria Bomisso
@à la une"
1503,"Quizz 1 A - 8 mars 1977 par les nations unies 1982 en France
Quizz 2 B - Ellen Johnson Sirleaf 16 janvier 2006- 22 janvier 2018
Quizz 3 A - Dieu veut
Quiz 4 C - les Essuie-glaces en 1903"
1504,"A: 8Mars
B : Ellen Johnson
A: Dieu veut
C: les essuies glaces"
1505,"1 = A) 8 mars
2 = B) Elien Johnson sirleaf
3 = A) Dieu veut
4 = C) les essuies-glaces
Yogonin Major
Kouangbe
Rodeck Bienvenu
Zogbe
Kouakou Arsene
Yao
Lydie
Yao
Affoue Amandine Brou"
1506,"Bonjour la famille,
Suite aux vérifications, nous avons identifié des comptes frauduleux.
De plus, certains gagnants ne s’étant pas manifestés dans le délai de 24 heures prévu par le règlement, la liste a été actualisée.
Vous trouverez ci-joint la nouvelle liste mise à jour : @dametysha , @estelledjoupé , @deboraaka , @romualdkpossou , Karike Reine , Christ Kenneth , Anna Maria Bomisso , Angie Kouakou , @natachairel , @florianeouabi , @ouattaraaboubacar, @gourielodiedesire ,
Ghislain Guy ,
Mohamed Adebayo Relais
, @ulrichkouadio , @estellejuli , Boss Des Boss ,
Elisa Koua
, Nous Sommes Heureux , @jeandelmas , @emmanuelolo , @jeankoua , @jeankouablan , @armandwilfrieddao,
Bakayoko Ism Adams
Nous vous demandons merci"
1507,"Amichia Dominique
Jocelyne Assi"
1508,"Quiz 1 : 8 mars
Quiz 2 : B: Ellen Johnson sirleaf
Quiz 3 : A: Dieu veut
Quiz 4 : C : les essuie-glaces
Orange Money
Jean Jo Koblan
Marie Ange
Jeanne-andree Yao
Yasmine Nourah Konate
Dieu Merci"
1509,"A: 8Mars
B : Ellen Johnson
A: Dieu veut
C: les essuies-glaces
Orange Money"
1510,"Quiz réponse :A
Quiz 2 réponse B
Quiz 3 Réponse A
Quiz 4 réponse C"
1511,"Je participe orange money. Quizz 1: 8 mars. Quizz 2: Reponse B. Ellen Johnson sirleaf. Quizz 3: DIEU veut
Quizz 4 Reponse: C: Les essuies- glaces."
1512,"Quiz 1
Réponse A
Quiz 2
Réponse B
Quiz 3
Réponse A
Quiz 4
Réponse C.
Yves Lamblin Kouassi
Jean Barlain Kouassi
Donald Ulrich"
1513,"Quiz 1.A=8 Mars
Quiz 2.B Elien Johnson sirleaf
Quiz 3.A..Dieu veut
Quiz 4=C
.les essuie -glaces"
1514,"Je participe Au jeu concours
Orange Money
Le logo de Bonprix présente une ABEILLE STYLISÉE .
Je tente ma chance
@à la une
Nicolas Tiendrebeogo
Yeri Da
Christelle Dje Lou
Såmï L'intouchable"
1515,"1- 8 mars
2- ELLEN JOHNSON SIRLEAF
3- ce que femme veut DIEU le veut
4- les essuie-glaces"
1516,"1- A 8 mars
2-B Ellen Johnson sirleaf
3- ADieu veut
4- Cles essuie-glaces"
1517,"Réponses au questions:
1=A
2=B
3=A
4=C"
1518,"Je participe
A
B
A
C.
Orange Money"
1519,"Natacha IrelDjaou Apoutchou Élodie
Estella Sie
Flora Djaou"
1520,"1) A : 8 mars
2) B : Ellen Johnson sirleaf
3) A: Dieu veut
4) C: les essuie-glaces
Aymar N'zi
Jean Yves Akè
Herve Boizo"
1521,"1) A : 8 mars
2) B : Ellen Johnson sirleaf
3) A: Dieu veut
4) C: les essuie-glaces"
1522,"1= A : 8 mars
2= B : Ellen Johnson sirleaf
3= A: Dieu veut
4= C: les essuies-glaces
Ange Beatrice
Ouffoue
Lauraine
Konan
Korona Denyel Soro"
1523,"Quiz 1réponse :A
Quiz2 réponse :B
Quiz réponse :A
Quiz 4 réponse :C"
1524,"Je participe au jeu concours
Orange Money
A
B
A
C
Kimora Adelaide Yomi
Christella Kelany
Dao Dao Wilfried
Malembé Kiing
Riki Stone
Marie Ange
Esthelle Djoupé
Adjidan Jeanne Epse Beugre
Dame Tysha
Jeanne-andree Yao"
1525,"1- A : 8 Mars
2- B : Ellen Johnson sirleaf
3- A: Dieu veut
4- C: Les essuie-glaces"
1526,"Quiz 1 = A) 8 mars
Quiz 2 = B) Elien Johnson sirleaf
Quiz 3 = A) Dieu veut
Quiz 4 = C) les essuies-glaces"
1527,"Orange Money
non vous êtes méchant quoi"
1528,"Quizz 1 : 8 mars
Quizz 2 : b Ellen Johnson sirleaf
Quizz 3 : Dieu veut
Quiz 4 : C : les essuie-glaces"
1529,Ali Badra Ouattara
1530,"Quiz 1 = A) 8 mars
Quiz 2 = B) Elien Johnson sirleaf
Quiz 3 = A) ce que femme veut Dieu veut
Quiz 4 = C) les essuies-glaces"
1531,"1) A : 8 mars
2) B : Ellen Johnson sirleaf
3) A: Dieu veut
4) C: les essuie-glaces
Korona Denyel Soro
Mario konan
Herve Boizo"
1532,"Je participe
Orange Money
1 - A /8 mars
2 - B /ELLEN JOHNSON SIRLEAF
3 - A /DIEU VEUT
4 - C /LES ESSUIE-GLACES"
1533,"1- A : 8 Mars
2-B : Ellen Johnson sirleaf
3- A: Dieu veut
4- C: les essuie-glaces"
1534,"Q1- A : 8 mars
Q 2-B : Ellen Johnson sirleaf
Q3- A: Dieu le veut
Q4- C: les essuie-glaces"
1535,"1 - A : 8 mars
2 - B : Ellen Johnson Sirleaf
3 - A : Dieu Veut
4 - C : Les Essuies glaces
Orange Money"
1536,"Q1-A : 8 mars
Q2-B : Ellen Johnson sirleaf
Q3-A: Dieu veut
Q4-C: les essuie-glaces"
1537,"Donc c’est comme ça vous avez des connaissances sur les femmes ?!
Merci à tous et à toutes d’avoir participé !
Bravo à nos gagnants
:
@dametysha , @estelledjoupé , @deboraaka , @benoitroland , @nadegenadege , @romualdkpossou , @fofanaabou , @landrydadie , @hinekafabiolesenateur ,
Karike Reine
,
Christ Kenneth
, @marylinkei ,
Armel Wilfried
, @senavictoiretea ,
Anna Maria Bomisso
, @pradellefrancais ,
Angie Kouakou
, @natachairel , @florianeouabi , Moya Jeanne , @andersondiomande , @ouattaraaboubacar , @denisnoumagnin , @gourielodiedesire , @emmanuelolo
Merci de vous rapprocher de nous en inbox"
1538,Votre connexion est très nulle
1539,"Je participe Au jeu concours
Orange Money
Quiz1=A)8Mars
Quiz2=B)Ellen Johnson sirleaf
Quiz3=A) Dieu veut
Quiz4=C) les esuie-galces"
1540,"Quiz 1 = A) 8 mars
Quiz 2 = B) Elien Johnson sirleaf
Quiz 3 = A) Dieu veut
Quiz 4 = C) les essuies-glaces
Orange Money
Françoise N'goran Epse Dossa
Marie-laure Bomisso
Mariam Touré"
1541,"Q1- 08 mars
Q2- Ellen Johnson sirleaf (Liberia)
Q3- Dieu veut
Q4- Les essuie-glaces"
1542,"Quizz 1 : 8 mars
Quizz 2 : b Ellen Johnson sirleaf
Quizz 3 : Dieu veut
Quiz 4 : C : les essuie-glaces
Orange Money"
1543,"1- A : 8 mars
2-B : Ellen Johnson sirleaf
3- A: Dieu veut
4- C: les essuie-glaces"
1544,"Quiz 1 =A) 8 mars
Quiz 2=B)Ellen Johnson Sirleaf
Quiz 3=A)Dieu veut
Quiz4= C) Les essuie-glaces"
1545,"1-A : 8 mars
2-B: Ellen Johnson
3-A: Dieu veut
4-C: les essuies glaces
Marie Ange
Dame Laetitia Gozé
Yao Helene
Kika Salvador
Mely Le Coeur"
1546,"1- 8 mars
2- Ellen Johnson sirleaf
3- Dieu veut
4- les essuie-glaces"
1547,"Quiz 1 : A
Quiz 2:B
Quiz 3 :A
Quiz4:C
Orange Money
Bisous
meilleur réseau de la Côte d’Ivoire"
1548,"Quiz1=A)8Mars
Quiz2=B)Ellen Johnson sirleaf
Quiz3=A) Dieu veut
Quiz4=C) les esuie-galces"
1549,"Je participe
Orange Money
Quiz 1 : 8 mars
Quiz 2 : B: Ellen Johnson sirleaf
Quiz 3 : A: Dieu veut
Quiz 4 : C : les essuie-glaces"
1550,"Je participe
Orange Money
Quiz 1 : A) 8 mars
Quiz 2 : B) Ellen Johnson sirleaf
Quiz 3 : A) Dieu veut
Quiz 4 : C) les essuie-glaces"
1551,"Je participe
A
B
A
C"
1552,"1-A 08 mars
2- B Ellen Johnson sirleaf
3-A Dieu veut
4- C les essuies glaces
Lily Ble
e
Orange Money
y@à la une"
1553,"J’ai pris une nouvelle puce et la puce est identifiée en mon nom. Mais lorsque j’essaye d’ouvrir le compte mobile Money, on me dit que je ne peux pas par ce qu’il y’a déjà des comptes identifiés avec ma carte pourtant cest une nouvelle carte et je n’ai jamais pris de puce orange avec ca."
1554,Bonne fêtes
1555,Merci a vous aussi
1556,Aigle Royal
1557,Dorhi Tala
1558,Orange aussi est devenu successeur ah oh c’est plus pour vous c’est en Haut c’est Dohi tala maintenant
1559,"Sanga Valentin Coulibaly
No son sont partout"
1560,Pour un dépôt par erreur pourquoi vous ne bloquez pas le compte
1561,"Prince est accro à son téléphone même, la preuve le tiens pendant l’interview"
1562,Je suis toujours fière de vous.
1563,Dohi Tala
1564,Bonsoir ! Pourquoi on ne peut pas faire Un dépôt vers la Guinée depuis mon compte personnel
1565,Reconnaissance toujours
1566,Identifier moi orangé
1567,"Revoyez le temps d'attente des puces marchand orange ça met trop du temps, pour moi va faire 1 ans bientôt que j'ai fais la demande."
1568,"Orange Money
c est comme ça vous traitez la requête des gens un an presque vous avez bloquez mon argent sans suite"
1569,La reconnaissance
1570,"Une application aussi simple comme wave, c'est tout ce qu'on vous demande...."
1571,Merci bien
1572,Mais attend j'ai payé abonnement pour regarder mach de barça et tout d’un coup vous avez coupé
1573,Mais le délai d'un mois est trop court
1574,"Votre application est trop surchargé. Ondirai marché gouro
Faites simple comme wave. Scan payé vote fait"
1575,Il est impossible d'ouvrir cette application. Revoyez ça svp
1576,"...,......"
1577,"Svp
Orange Money
Orange money pro sera disponible quand sur IOS ou AppGallery ?"
1578,Comment débloquer le coffre fort avant son terme s'il vous plait ?
1579,"Orange Money
merci"
1580,Wave est mieux pas question de frais
1581,Salut grand
1582,https://www.videobdcjob.top/p?0207323895674813263&s=tg
1583,Ça fait 100 francs hein les gars
1584,Wave est mieux les gars
1585,Je témoigne les frais de remboursement par Orange.
1586,Orange money j ai souscris payé mes unités pour le compteur service prépayé hier et vous m avez débité mais je n ai pas reçu mon code de rechargement je m adresse à vous òu à la cie pour la réclamation??? Merci de me repondre
1587,Orange très solide
1588,Ko 100% de frais remboursé pendant que wave prend même pas 5f en plus wave te donne des bonus d’achat dans les super marchés.
1589,https://chat.whatsapp.com/De2QJjvT1985MpiLl1oYvP
1590,Arrêtons tout de même à être naïve nous savions tous que CIE nous arnaque depuis la nuit des temps .
1591,"Wave va vous éduquer ici hooo
ko 100% wave même fait ça depuis sa naissance"
1592,Comment faire pour voir ma consommation d'un compteur ordinaire
1593,Nous ne sommes plus au temps coloniale
1594,C'est wave nous ont kiffs au cartier
1595,Moi j'ai payé ma facture avec je n'ai rien reçu
1596,C est dohii j ai rien eu
1597,"Des bandes de voleurs, wave est meilleur"
1598,Toujours dans le désordre tu payes 1000fr ils ont 100fr pourtant wave fait pas ça
1599,Tout ça va prendre fin
1600,"J'ai perdu trop d'argent dans affaires de rechange mon conteur, jamais de recule.."
1601,"Moi j'ai fait des recharges prépayées ce soir, vous avez coupé mon argent mais je n'ai reçu aucun code . Jusqu'à 3 reprise"
1602,"Si je fais opération sur orange, c'est que j'ai reçu de l'argent. Wave est le meilleur actuellement., achat, transaction, paiement des factures etc wave"
1603,Akoz de 100 f 100 f la vous faites bruit
1604,"Life TV
 "
1605,"o
t
e
d
S
p
o
s
r
n
1
g
f
6
7
t
3
8
2
1
m
8
6
r
8
0
i
a
i
5
1
7
l
é
8
g
6
1
 4
2
f
t
t
5
f
8
7
3
e
r
4
6
f
u
1
7
h
v
a
  ·"
1606,Ok pour le message hbd OM ci
1607,Orange Money
1608,"Humm , on peut faire ça aux gens… Vraiment les gens n’aiment pas les gens hein .. En catimini..
Orange"
1609,"Franck Arnaud Ehile
on a encore d’autres surprises pour vous"
1610,Meti Levolcan D'argent
1611,État critique à caractère amplifié et létal
1612,Etat critique
1613,Moi je me suis évanoui deux fois rien quand regardant le calendrier et mon solde.
1614,On dirait j’ai corona hein ‘ je suis à 300%
1615,"Après état critique, s'il ya autre chose là, c'est ce que je vis."
1616,Thermomètre là a explosé dès que j'ai touché
1617,Moi même je suis dans le coma. C'est mon âme qui vous parle en ce momeng.
1618,"Orange Money
Après État critique y'a quoi encore ?"
1619,Mon état est critique j'ai besoin d'un remède le plus tôt possible
1620,ÉTAT CRITIQUE
1621,État très critique deh
1622,Insomnie début de palu
1623,Je suis au delà de 100%
1624,Ya pas mon pourcentage dedans inh
1625,Etat extrêmement critique heinnn
1626,Je suis à 75%
1627,"Heureusement pour moi, Grâce à Dieu je n'ai pas senti de Janviose merci Jésus"
1628,Pour moi là je vais dire 400% jusqu'à je décharge brique dans mon rêve encore on refuse de me payer là là ah
1629,"Pour nous là, c'est état plus que critique hein."
1630,"Je me sens faible, j’ai vertige et je vomis seulement"
1631,Actuellement je vis même pas
1632,La date limite de mon emprunt tik tak en décembre me met dans un état critique
1633,"Ondirait c’est état critique hein
je vois plus claire orange"
1634,Galère faible
1635,pas la grâce de DIEU cva bien de mon côté cette année
1636,Réseau Orange même est en galère 2 jours la dc revoyez ça
1637,Mon gps me conduit face à la lagune au lieu au lieu de me fait passer par le pont
1638,Etat critique oooooh
1639,200 % si je dit sa ces pas pour rien . Si tu à déjà mangé ragoût de claclo ces que tu peut me comprendre
1640,"État très critique
j'ai tout ce qui a été cité là puffff
or janvier c'est mon mois de naissance mais il ne sience pas pour moi dh"
1641,"Tout le pays ne se sent pas bien
."
1642,En tout cas vous avez senti dans notre consommation non
1643,Orange s’il vous plaît faite aussi 100% voir deux cent % avec la fly box aussi tchaiii vous êtes trop méchant .
1644,Ya pas 300% là-bas
1645,"Pour moi-même , c'est la pointe du thermomètre, c'est gâté ooooh."
1646,Je sens que c'est état critique qui sera assez diagnostiqué
1647,"Moi mon pronostic vital est engagé,c'est un autre nouveau"
1648,"Avec orange
vraiment mon cœur bat plus fort heinnnnn"
1649,"État plus que critique
On me paye jusqu’au 05 février"
1650,"J'ai fait péter le termometre avec mon état
tellement c'est surdosé"
1651,Je suis à un état critique je dirais de Stade NH5
1652,Thermomètre brisé
1653,En tout cas moi je suis en réanimation
1654,Je suis à galère faible 25% mais les jours n’avancent pas rapidement alors que je suis payé le 5 février
1655,"Yaaaaaaa!!! je me sens pas bien ,
Galère aiguë"
1656,Moi c'est rouge sang hyn
1657,Je suis a 1%
1658,Amangninrin ya pas pitié dedans. ..
1659,Etat comateux
1660,Plus que 100% là c’est quelle appellation ??
1661,Janvinite forte je tiens un peu
1662,100% état très critique
1663,Pour moi n'a rien à voir avec janvier oooh. C'est habituel.
1664,état critique
1665,Y'a pas OM là-bas même si c'est 2k
1666,J'attends tik tak pour me remettre
1667,Je suis en salle de réanimation j'ai besouein d'un donneur si non je vais mourir avant le 5février
1668,Après panique totale et insomnie s'il y'a autre c'est que c'est moi....
1669,État comateux
1670,Janvier seulement occupe 75% des mois de l'année
1671,"100% : panique, insomnie"
1672,"Actuellement à la morgue
enterrement est pour demain"
1673,"Si
Orange Money
pouvait me soutra avec 20.000f ça allait me sauver dh
voilà l'homme dans ramba"
1674,État très très critique
1675,"Orange Money
, améliorez le délai des transactions du compte bancaire vers le IBAN de orange....72 heures c'est excessif... Faudrait que ça soit automatique sinon ce produit n'aurait aucun sens....Moi personnellement si j'ai choisi de souscrire à ce produit, c'est pour ne pas aller faire le rang à la banque mais si je dois attendre plus de 3 jours pour recevoir mon argent, c'est que ça ne vaut pas la peine"
1676,Le bout en noir là c'est quel état ?
1677,un futur milliardaire est entrain de lire mon commentaire salut enfant de Dieu aï pitié de moi pour m'encourager avec un abonnement de ta part ça me fera plaisir j'ai besoin de ton aide
1678,5%
1679,Il n'y a pas un autre pourcentage là-bas ?
1680,Etat critique hien
1681,Très très critique.
1682,Actuellement je suis là 100%
1683,"Etat critique, j'ai cru sur c'était une maladie normale djaaaa"
1684,10% la grâce y est
1685,Janvinite forte donc 75%
1686,●100%État très critique
1687,Galère aiguë
1688,Il n'y a pas 115%?
1689,Pour moi la cst état comateux
1690,Janviose c’est quoi même
1691,État très critique
1692,200% pour moi là c'est comas
1693,"État très critique
Je ne me sens pas bien"
1694,État critique dehhh
1695,Moi actuellement je sais pas si j'ai dépassé les 100% l'essentiel je vis
1696,"Et quand on mélange tout ça, quelle couleur on obtient ?? Je pense que c'est par là je pourrai évaluer ma janviose. De plus je commente avec la connexion du voisin"
1697,"Orange fait partir de ceux qui rendent cette vie chère en augmentant vos tarifs , Dieu merci Wave est venu nous sauver"
1698,J'ai viré au rouge depuis
1699,"Yapa marron làbas?
Parceque ce que je vis bofff"
1700,"Moi même je dois tellement que je ne sais même pas si je suis dans le pourcentage là et que TIC TAC voudra encore m'aider
Koutoubou"
1701,"Rouge=1 00%
Etat critique"
1702,J'ai atteint 1000%=> coma profond là
1703,Pas contre mon mois de janvier était top
1704,"Il n'y a pas état comateux ?? C'est là-bas que je suis
."
1705,"Y'a pas couleur noire là-bas
?"
1706,25% galère faible wallaye
1707,J'ai atteinte les 75% hein
1708,Mon état est très critique wallay
1709,Svp après état critique là ya quoi
1710,Y a pas 115% dedans quoi?
1711,"75%
est-ce que je vais m'en sortir même"
1712,État critique
1713,Rouge
1714,25 % je sans rien
1715,"La liste n'est pas exhaustive, je ne retrouve pas pour moi"
1716,Il n'y a pas état mor.tel?
1717,"200% État très très Critique
Je sent que je vais bientôt m’en aller"
1718,Etat critique besoin d'une ambulance
1719,100% état critique
1720,Pour moi là même c'est l'enterrement oooh
1721,Galère faible Dieu a fait Grâce même dans ce mois
1722,Après État critique y’a quoi svp. Je veux vérifier kelke choz
1723,Actuellement moi je suis a l état critique.
1724,Etat très critique il y a pas ma couleur dedans.
1725,Moi même c'est référence même. On m'a référé depuiisssss
1726,"Moi j'ai dépassé étape critique là, je suis à l'étape ni Allah sonna"
1727,À part 200% mettez dans 454 aussi tchai
1728,"Moi j'ai pas connu cette épidémie de janviose.
Merci Seigneur"
1729,Il n'y a pas pour évanouissement pffffff
1730,"C'est même Quoi ça même
je vous"
1731,"Pour moi la on dirait c’est mardi bonus hein
Ouais 200% de bonus même"
1732,Moi c'est à 86%
1733,Galère critique
1734,"Je retiens le +454 sur l'image
Patrick Wilfried N'Gatta
oubien"
1735,Après 100% y'a plus autre encore ?
1736,"Je suis derrière le rouge, je crois bien 150%
. Je dois même ehhh pardonner laisser mon crédit là"
1737,75% Dieu gère
1738,Svp 1000000% c'est quoi?!
1739,état très critique
1740,Quand je regarde dans tout çala ya pas pour moi dedans par ce que moi mon cas là m'inquiète
1741,Aujourd'hui le 28 là état critique c'est moi
1742,Y a pas thermomètre de bœuf là-bas ??? Je tiens plus
1743,État sévèrement critique forte possibilité d’un comas
1744,Pour moi est 87% comme pour tam sir là
1745,etat critique
1746,1000%: Sérieusement atteint
1747,Y’a pas 150% là-bas ?
1748,orange même a tout gâter
1749,Il n'y a pas noir après le rouge là par hasard ??
1750,Je sais plus où me mettre offerte...mon état ne figure pas sur le thermomètre
1751,"Après état critique là ce qui vient là c'est mon cas tchiaaa
!!!"
1752,Genre pour moi n'ai pas afficher sur ça hein
1753,Était critique
1754,Je ne vois pas pour moi dedans inh
1755,Votre affaire de coffre fort 1 mois là vraiment ressayer de voir ça hein
1756,Comment envoyer de l'argent vers la Guinée Conakry via orange money
1757,"Moi c'est fais des Anne que je faire des transactions avec Orange Money oui je dis bien des Années et pour un prêt que je veux a Orange Banque
en me parle de ke ne c'est quoi le profil n'ai pas gnin gnin gnin"
1758,Je n’arrive pas à créer mon compte orange money
1759,Avec orange Money on règle problème au village
1760,Maintenant les 100f on prend la c’est pour quoi au juste expliquer nous parce que nous on comprend pas
1761,Je t'aime ma maman cherie
1762,"Vazoumana Bamba
mon boss"
1763,Svp comment sa se passe pour le l'épargne OM
1764,Comment obtenir vos APIs ?
1765,Maintenant Orangina qu'il a donner la à koi avoir avec la publicité
1766,"Hassane Kone
début de la vidéo la rappelle moi c’est le son de qui stp je sais que c’est youssoupha mais avec qui là je sais pas"
1767,"Nourdine Timite
djaaa on a une star à nos côtés"
1768,Orange money souvent les commissions ne viennent pas
1769,Vraiment merci crédit avc sans pression
1770,Qui a reconnu la voix de Kévin obin dans la narration ?
1771,C’est la janviose actu
1772,Fofana Abou
1773,"Bonjour
Mam Camara
, courage plus que 7 jours. Sinon y'a Tik Tak hein"
1774,Ha donc c'est bien une stratégie des banques et des opérateurs financiers de ne mettre en circulation que des grosses coupures aux déends des pièces et des billets. Pour pouvoir gratter sa part sur chaque transaction comme le plus vile usurier biblique.
1775,"""Tu vas chercher monnaie jusqu'en Janvier ""
Orange Money"
1776,"C'est ça hein, payons avec OM c'est plus simple et sans problème."
1777,"... Faut les laisser on vas les associés ils vont comprendre.
Orange Money"
1778,Cm tu cri sur eux fort hein
1779,"Orange Money
bjr à vous j ai besoin du lien pour télécharger l application OM merci"
1780,"Moi même autre fois j'ai cherché monnaies du grand marché d'adjamé jusqu'à port bouét. heureusement que j'ai eu la solution avec
Orange Money"
1781,Forcément
1782,Je n'arrive pas à configurer l'application Max it
1783,"En tout cas moi j’ai jouer et je compte gagner
Orange
avec le goat des réseaux y’a pas poto"
1784,"Orange
mais les pass suprise ne passe pas pourtant vous envoyer les messages ahhii"
1785,Heuu c'est moi seul ? Ma puce orange ne passe plus
1786,"Marius M'bra
DJhon Marc Marvel"
1787,Ou sont les résultats des jeux passés ?
1788,J'ai l'application mais comment faire pour jouer
1789,"Franchement expliquez bien ce jeu sur Max it.
Malgré les indices je ne vois toujours pas.
Un exemple pourait aider plusieurs comme moi."
1790,"Je dis oh orange, pourquoi vous démagnétisez les puces sans avertissement ?
Vous nous faîtes perdre de l'argent en faisant ainsi... Pourquoi cette mauvaise manière ?"
1791,Orange vous avez quel soucis un coup comme ça ma puce affiche aucun service aïe
1792,L'application ne fonctionne pas chez moi
1793,C'est pas cadeau de fin d'année qui est là là
1794,"Orange
j’ai reçu ces messages depuis avant hier et j’arrive toujours pas à souscrire car lorsque je fais la syntaxe on me dit aucun pass disponible"
1795,Ont voir jamais les résultats de vos jeux
1796,Frankadiva Ouattara
1797,Seul les durs s’en sortiront
1798,"Orange
comment faire le numéro complice ??"
1799,"J’ai payé ma depuis le samedi passé, de vous demander pardon avant que vous ne veniez l’installer ?"
1800,On ne voit jamais le gagnant
1801,Comment on joue ?
1802,Nguessan Erika
1803,C’est pas du jeu inh ! Mais on est dedans !!!
1804,"Félicitations à nos gagnants !
YOUNGA YACOUBA
ABI GOSSI DORCAS EPSE YANKEY GUINDO HUSSEN HUGUES JUNIOR SANOGO LADJI MAMADOU
YAO NISSI ARIELLE FRANCESCA
AHOUA GUIRO EPOUSE KEITA
SANE MOUSSA
ZAHUI JEAN YVES STEPHANE
BANE MOHAMED LAMINE
DIGBEU KOUELI BI SERY ANGE"
1805,"Orange vole date des gens
Ils viennent de mettre nouvelle règle soit disant que tu renouvelle pas des data avant 3 jours il coupe au lieux de une semaine pour les autre service.
D’après il commence sa début janvier"
1806,C’est frappe hors
1807,Comment on fait pour gagner ?
1808,C'est Dôhi
1809,Boukary n'es jamais consentrer
1810,les gagnants sont les même travailleurs
1811,"C’est mise en scène
depuis y’avait 10 ans le premier numéro a été toujours orange jusqu’aujourd’hui même bic d’orange j’ai jamais reçu j’ai toujours fait les paiements orange mais rien"
1812,C'est dohi. Depuis on fait payement retrait et tout la. On n'a jamais été bipé par Orange
1813,heeeee on souffre hooo
1814,"Pour avoir une puce marchand on doit maître dès mois
Orange Money"
1815,Du n’importe quoi vous prenez vos parents pour leurs offrir des kd2 des bêtises je fais la plus part de mes payements avec OM mais jamais j’ai été récompensé
1816,"Orange Money
les esim d’orange sont disponibles dans vos agence ???"
1817,Ok pour l'information
1818,On donne les 2gigas à chaque fois qu'on paye les factures
1819,"Comment se passe pour le payement des clients CIE prépayée ?
Je n'arrive pas a payer sur Max it"
1820,Svp j'ai rechargé mon compte cie et j'ai supprimé le message sans le savoir comment faire pour le récupérer
1821,"Super,mais dite au gérant d'orange Money d'arrêter de prendre toujours les 100f, lorsqu'on va faire un dépôt sur Yamoussoukro."
1822,Et facture prépayé cie on va bénéficier du bonus aussi
1823,S'il vous plaît je peux recevoir de l'argent de l'Algérie par orange money ?
1824,"Donc la fibre optique n'est pas concernée ? Vous voyez votre vie, négliger vos produit au profit des autres. 0 système marketing"
1825,Moi j’ai rechargé mon Easybox j’ai pas reçu de bonus
1826,"j'ai fait paiement d facture aujourd'hui je n'ai rien eu ,comment ça s'explique??"
1827,Valable combien de jours
1828,Meilleur réseau de téléphonie mobile
1829,Ça a commencé quand?
1830,Les 5 % s’applique à quel paiement sinon j’ai fais plein de paiement ou j’ai rien reçu
1831,Orange toujours
1832,Les vtc son éligible ?
1833,Bonjour depuis une semaine mon application Max it ne fonctionne je n’arrive pas à accéder dedans
1834,"Depuis le 16 décembre, ma connexion fibre est coupée malgré le renouvellement de mon abonnement. Service client injoignable, et aucune intervention après ma réclamation en agence. C’est inadmissible ! Je demande le rétablissement immédiat et un dédommagement."
1835,J’ai fais des achats j’ai pas reçu les 5 %
1836,1 ROI DU MONDE
1837,"Orange aujourd’hui
Orange demain
Orange toujours
Orange Les meilleurs"
1838,Bonsoir mon ami orange c'est COOL
1839,https://youtu.be/kXb-KPXPab4?si=yFrtKQjGS8UHDKSV
1840,Roro Levi
1841,Les meilleurs
1842,On attends les 5% de remboursement sur les courses vtc car c’est décembre et on bouge beaucoup
1843,C'est pas mieux vous allez payer en même temps
1844,Wave merci grâce à toi
1845,Bonne fête à tous avec ORANGE Money
1846,On ne voit jamais les gagnants
1847,"Orange , pourquoi votre service clientèle ne passe jamais ! Revoyez ce côté là svp! J’ai fini de payer mon crédit sur mon compte principal, mais je suis tjrs débite lorsque je fais des transferts !"
1848,Vous la ça tombe bien je vous cherchais je n'ai pas pris de crédit sur ma puce orange qui est une puce flotte je fais transfert 500 vous me retirez 400 Que gningnin de SOS crédit c'est bien en tout cas puce la va rester comme ça parce que si c'est pas vos 2500 de transfert de fin du mois la la moi je vais plus jahin faire transfert encore
1849,"Bonjour Orange ça fait bientôt 2 mois que vos commerciaux m’ont harcelé pour que je prenne la fibre , depuis rien , j’ai payé personne ne vient installer
C’est vraiment dommage"
1850,C'est fait
